datetime,open,high,low,close,volume
2025-10-13 04:37:00+00:00,6676.5,6676.75,6676.0,6676.0,66
2025-10-13 04:38:00+00:00,6676.0,6676.0,6675.25,6675.75,157
2025-10-13 04:39:00+00:00,6675.5,6676.25,6675.5,6675.75,101
2025-10-13 04:40:00+00:00,6675.75,6677.0,6675.75,6677.0,96
2025-10-13 04:41:00+00:00,6676.75,6678.0,6676.75,6677.25,115
2025-10-13 04:42:00+00:00,6677.25,6677.5,6676.25,6676.5,56
2025-10-13 04:43:00+00:00,6676.25,6676.75,6676.0,6676.0,24
2025-10-13 04:44:00+00:00,6676.25,6676.5,6675.25,6675.5,150
2025-10-13 04:45:00+00:00,6675.5,6676.75,6675.5,6676.75,50
2025-10-13 04:46:00+00:00,6676.75,6676.75,6676.25,6676.75,39
2025-10-13 04:47:00+00:00,6676.5,6676.5,6676.0,6676.0,31
2025-10-13 04:48:00+00:00,6676.25,6676.75,6676.25,6676.5,46
2025-10-13 04:49:00+00:00,6676.75,6677.0,6676.75,6677.0,44
2025-10-13 04:50:00+00:00,6677.0,6677.5,6676.75,6676.75,98
2025-10-13 04:51:00+00:00,6676.75,6677.5,6676.75,6677.5,29
2025-10-13 04:52:00+00:00,6677.5,6679.0,6677.5,6679.0,208
2025-10-13 04:53:00+00:00,6679.0,6679.75,6678.5,6679.25,313
2025-10-13 04:54:00+00:00,6679.25,6679.75,6679.0,6679.25,64
2025-10-13 04:55:00+00:00,6679.25,6679.25,6679.0,6679.0,70
2025-10-13 04:56:00+00:00,6679.0,6679.0,6678.75,6678.75,57
2025-10-13 04:57:00+00:00,6679.0,6679.25,6678.75,6679.25,65
2025-10-13 04:58:00+00:00,6679.25,6680.0,6679.0,6679.25,186
2025-10-13 04:59:00+00:00,6678.75,6679.5,6678.75,6679.0,60
2025-10-13 05:00:00+00:00,6678.75,6679.0,6678.5,6678.5,140
2025-10-13 05:01:00+00:00,6678.75,6679.25,6677.25,6677.25,192
2025-10-13 05:02:00+00:00,6677.0,6677.25,6676.0,6676.0,175
2025-10-13 05:03:00+00:00,6676.0,6677.0,6675.75,6677.0,65
2025-10-13 05:04:00+00:00,6677.0,6677.5,6676.75,6677.5,49
2025-10-13 05:05:00+00:00,6677.5,6678.5,6676.5,6677.25,216
2025-10-13 05:06:00+00:00,6677.0,6678.5,6677.0,6678.5,124
2025-10-13 05:07:00+00:00,6678.5,6678.5,6678.0,6678.0,67
2025-10-13 05:08:00+00:00,6678.25,6679.25,6677.75,6678.75,282
2025-10-13 05:09:00+00:00,6679.0,6679.5,6678.75,6679.0,119
2025-10-13 05:10:00+00:00,6679.0,6679.25,6677.5,6678.5,175
2025-10-13 05:11:00+00:00,6678.75,6678.75,6677.0,6677.75,127
2025-10-13 05:12:00+00:00,6678.0,6678.75,6678.0,6678.0,74
2025-10-13 05:13:00+00:00,6678.0,6679.0,6678.0,6679.0,72
2025-10-13 05:14:00+00:00,6679.0,6679.75,6678.75,6679.75,48
2025-10-13 05:15:00+00:00,6679.75,6680.0,6679.5,6679.75,114
2025-10-13 05:16:00+00:00,6680.0,6682.0,6680.0,6681.5,322
2025-10-13 05:17:00+00:00,6681.25,6681.75,6680.75,6681.75,90
2025-10-13 05:18:00+00:00,6681.5,6682.0,6680.25,6680.5,207
2025-10-13 05:19:00+00:00,6680.5,6680.75,6679.25,6680.5,177
2025-10-13 05:20:00+00:00,6680.5,6680.5,6679.75,6680.0,86
2025-10-13 05:21:00+00:00,6680.25,6682.0,6680.25,6681.5,105
2025-10-13 05:22:00+00:00,6681.25,6682.0,6681.25,6681.75,109
2025-10-13 05:23:00+00:00,6681.75,6682.5,6681.75,6682.0,184
2025-10-13 05:24:00+00:00,6681.75,6681.75,6680.75,6680.75,82
2025-10-13 05:25:00+00:00,6681.0,6681.0,6680.25,6680.75,71
2025-10-13 05:26:00+00:00,6681.0,6681.25,6680.25,6680.5,102
2025-10-13 05:27:00+00:00,6680.25,6681.0,6680.0,6680.5,93
2025-10-13 05:28:00+00:00,6680.25,6681.5,6680.25,6681.25,97
2025-10-13 05:29:00+00:00,6681.25,6681.25,6681.0,6681.0,68
2025-10-13 05:30:00+00:00,6681.25,6682.25,6681.0,6682.25,180
2025-10-13 05:31:00+00:00,6682.25,6683.0,6682.25,6682.5,159
2025-10-13 05:32:00+00:00,6682.5,6682.5,6682.0,6682.25,71
2025-10-13 05:33:00+00:00,6682.25,6682.25,6681.75,6681.75,56
2025-10-13 05:34:00+00:00,6681.5,6682.0,6681.5,6681.75,166
2025-10-13 05:35:00+00:00,6681.75,6681.75,6680.5,6680.75,260
2025-10-13 05:36:00+00:00,6680.75,6681.75,6680.25,6681.25,187
2025-10-13 05:37:00+00:00,6681.25,6682.5,6681.25,6682.0,106
2025-10-13 05:38:00+00:00,6682.25,6683.0,6682.0,6682.0,166
2025-10-13 05:39:00+00:00,6682.0,6682.75,6682.0,6682.75,101
2025-10-13 05:40:00+00:00,6682.75,6683.0,6682.5,6683.0,95
2025-10-13 05:41:00+00:00,6683.0,6683.0,6682.25,6682.25,169
2025-10-13 05:42:00+00:00,6682.5,6683.0,6682.5,6682.75,35
2025-10-13 05:43:00+00:00,6683.0,6683.0,6682.75,6682.75,42
2025-10-13 05:44:00+00:00,6682.75,6683.0,6679.5,6680.0,631
2025-10-13 05:45:00+00:00,6680.0,6680.25,6677.75,6680.25,545
2025-10-13 05:46:00+00:00,6680.25,6681.25,6680.25,6681.0,79
2025-10-13 05:47:00+00:00,6681.25,6681.25,6680.5,6680.5,67
2025-10-13 05:48:00+00:00,6680.5,6681.0,6680.0,6680.25,127
2025-10-13 05:49:00+00:00,6680.5,6682.0,6680.25,6681.5,205
2025-10-13 05:50:00+00:00,6681.25,6682.5,6681.0,6682.25,281
2025-10-13 05:51:00+00:00,6682.0,6682.75,6681.0,6682.75,162
2025-10-13 05:52:00+00:00,6682.5,6683.25,6682.0,6682.75,73
2025-10-13 05:53:00+00:00,6682.75,6683.0,6682.25,6682.5,194
2025-10-13 05:54:00+00:00,6682.75,6683.0,6682.0,6682.0,175
2025-10-13 05:55:00+00:00,6682.25,6682.25,6681.25,6681.75,138
2025-10-13 05:56:00+00:00,6681.5,6681.75,6681.25,6681.75,52
2025-10-13 05:57:00+00:00,6681.75,6682.25,6681.75,6682.0,51
2025-10-13 05:58:00+00:00,6682.0,6682.75,6682.0,6682.5,46
2025-10-13 05:59:00+00:00,6682.75,6683.5,6682.75,6683.0,138
2025-10-13 06:00:00+00:00,6683.0,6683.25,6681.5,6682.5,442
2025-10-13 06:01:00+00:00,6682.75,6682.75,6681.0,6682.25,160
2025-10-13 06:02:00+00:00,6682.5,6683.25,6682.0,6682.0,245
2025-10-13 06:03:00+00:00,6681.75,6683.0,6681.5,6682.25,201
2025-10-13 06:04:00+00:00,6682.25,6682.5,6681.75,6682.25,90
2025-10-13 06:05:00+00:00,6682.5,6684.75,6682.5,6684.75,339
2025-10-13 06:06:00+00:00,6685.0,6685.0,6683.25,6683.5,401
2025-10-13 06:07:00+00:00,6683.5,6684.0,6682.25,6682.25,169
2025-10-13 06:08:00+00:00,6682.25,6682.5,6680.5,6681.75,593
2025-10-13 06:09:00+00:00,6681.5,6681.5,6678.0,6679.75,1121
2025-10-13 06:10:00+00:00,6680.0,6681.5,6679.0,6679.0,367
2025-10-13 06:11:00+00:00,6679.0,6679.25,6674.75,6674.75,528
2025-10-13 06:12:00+00:00,6675.0,6675.5,6672.25,6672.25,502
2025-10-13 06:13:00+00:00,6672.5,6676.75,6672.5,6676.0,565
2025-10-13 06:14:00+00:00,6675.75,6676.0,6673.75,6674.25,169
2025-10-13 06:15:00+00:00,6674.25,6676.25,6674.25,6675.5,236
2025-10-13 06:16:00+00:00,6675.25,6675.5,6674.0,6674.25,165
2025-10-13 06:17:00+00:00,6674.25,6676.0,6674.25,6675.75,264
2025-10-13 06:18:00+00:00,6675.75,6676.75,6675.5,6676.25,209
2025-10-13 06:19:00+00:00,6676.5,6676.75,6674.25,6676.0,299
2025-10-13 06:20:00+00:00,6676.25,6676.25,6674.75,6674.75,184
2025-10-13 06:21:00+00:00,6674.25,6675.5,6674.25,6675.0,604
2025-10-13 06:22:00+00:00,6674.75,6676.0,6674.0,6674.75,203
2025-10-13 06:23:00+00:00,6674.75,6676.0,6674.5,6675.25,274
2025-10-13 06:24:00+00:00,6675.0,6675.0,6673.75,6674.5,245
2025-10-13 06:25:00+00:00,6674.5,6676.0,6674.0,6675.25,213
2025-10-13 06:26:00+00:00,6675.0,6675.25,6674.0,6675.25,159
2025-10-13 06:27:00+00:00,6675.25,6677.5,6675.25,6677.5,220
2025-10-13 06:28:00+00:00,6677.25,6677.5,6675.75,6677.25,148
2025-10-13 06:29:00+00:00,6677.0,6678.0,6676.75,6677.75,89
2025-10-13 06:30:00+00:00,6677.5,6679.5,6677.5,6678.5,397
2025-10-13 06:31:00+00:00,6678.75,6680.75,6678.75,6680.25,311
2025-10-13 06:32:00+00:00,6680.25,6681.5,6680.0,6680.75,326
2025-10-13 06:33:00+00:00,6680.5,6682.0,6680.5,6681.75,241
2025-10-13 06:34:00+00:00,6682.0,6682.75,6681.75,6682.5,471
2025-10-13 06:35:00+00:00,6682.25,6682.75,6681.5,6682.0,481
2025-10-13 06:36:00+00:00,6681.75,6682.5,6681.75,6681.75,171
2025-10-13 06:37:00+00:00,6681.75,6683.5,6681.75,6683.25,308
2025-10-13 06:38:00+00:00,6683.0,6683.5,6682.25,6683.0,417
2025-10-13 06:39:00+00:00,6683.0,6683.25,6682.5,6682.5,234
2025-10-13 06:40:00+00:00,6682.25,6683.0,6682.0,6682.5,505
2025-10-13 06:41:00+00:00,6682.5,6683.25,6682.25,6682.75,266
2025-10-13 06:42:00+00:00,6682.75,6683.25,6682.75,6682.75,197
2025-10-13 06:43:00+00:00,6683.0,6683.0,6682.5,6682.75,235
2025-10-13 06:44:00+00:00,6683.0,6683.25,6681.25,6681.5,467
2025-10-13 06:45:00+00:00,6681.5,6681.75,6678.75,6679.25,382
2025-10-13 06:46:00+00:00,6679.25,6682.25,6678.75,6681.75,548
2025-10-13 06:47:00+00:00,6681.75,6682.5,6681.5,6682.0,266
2025-10-13 06:48:00+00:00,6682.0,6682.25,6681.0,6681.75,185
2025-10-13 06:49:00+00:00,6681.75,6682.75,6681.75,6682.5,221
2025-10-13 06:50:00+00:00,6682.5,6684.25,6682.5,6683.75,399
2025-10-13 06:51:00+00:00,6684.0,6684.0,6683.0,6683.25,121
2025-10-13 06:52:00+00:00,6683.25,6684.5,6683.0,6684.0,224
2025-10-13 06:53:00+00:00,6684.0,6684.75,6683.5,6684.75,406
2025-10-13 06:54:00+00:00,6684.75,6684.75,6684.0,6684.25,206
2025-10-13 06:55:00+00:00,6684.25,6684.25,6683.75,6684.0,262
2025-10-13 06:56:00+00:00,6684.0,6685.0,6683.75,6684.75,263
2025-10-13 06:57:00+00:00,6684.5,6687.5,6684.5,6686.0,1408
2025-10-13 06:58:00+00:00,6685.75,6687.5,6685.25,6687.25,463
2025-10-13 06:59:00+00:00,6687.5,6687.5,6686.5,6687.0,230
2025-10-13 07:00:00+00:00,6687.0,6688.75,6686.5,6688.75,1382
2025-10-13 07:01:00+00:00,6688.75,6690.75,6686.5,6687.0,1897
2025-10-13 07:02:00+00:00,6686.75,6686.75,6683.75,6684.5,1000
2025-10-13 07:03:00+00:00,6684.5,6684.5,6682.5,6682.75,463
2025-10-13 07:04:00+00:00,6682.25,6684.25,6681.75,6684.0,630
2025-10-13 07:05:00+00:00,6684.25,6686.25,6683.75,6685.75,771
2025-10-13 07:06:00+00:00,6685.5,6690.0,6685.5,6690.0,1614
2025-10-13 07:07:00+00:00,6689.75,6691.25,6689.25,6690.75,1502
2025-10-13 07:08:00+00:00,6690.5,6691.75,6689.75,6690.75,602
2025-10-13 07:09:00+00:00,6690.75,6692.0,6689.75,6690.25,735
2025-10-13 07:10:00+00:00,6690.25,6693.0,6689.75,6693.0,541
2025-10-13 07:11:00+00:00,6692.75,6693.25,6691.25,6692.75,601
2025-10-13 07:12:00+00:00,6692.75,6693.5,6692.0,6692.75,889
2025-10-13 07:13:00+00:00,6692.75,6695.25,6692.25,6695.0,1277
2025-10-13 07:14:00+00:00,6694.75,6695.0,6693.25,6694.5,907
2025-10-13 07:15:00+00:00,6694.25,6695.25,6693.0,6694.5,1116
2025-10-13 07:16:00+00:00,6694.75,6695.25,6694.25,6695.0,667
2025-10-13 07:17:00+00:00,6695.0,6696.25,6694.75,6696.25,1360
2025-10-13 07:18:00+00:00,6696.0,6696.5,6694.0,6694.75,1244
2025-10-13 07:19:00+00:00,6694.5,6695.75,6693.75,6695.75,635
2025-10-13 07:20:00+00:00,6695.5,6695.5,6692.5,6693.0,543
2025-10-13 07:21:00+00:00,6693.0,6695.0,6693.0,6694.75,448
2025-10-13 07:22:00+00:00,6694.75,6696.5,6694.75,6696.25,603
2025-10-13 07:23:00+00:00,6696.25,6699.5,6696.25,6698.75,944
2025-10-13 07:24:00+00:00,6698.5,6700.5,6697.5,6699.75,1509
2025-10-13 07:25:00+00:00,6699.75,6700.75,6699.0,6700.0,949
2025-10-13 07:26:00+00:00,6700.0,6700.25,6698.5,6698.75,670
2025-10-13 07:27:00+00:00,6699.0,6701.75,6698.75,6701.5,1008
2025-10-13 07:28:00+00:00,6701.25,6702.75,6700.75,6702.25,689
2025-10-13 07:29:00+00:00,6702.5,6703.5,6702.25,6702.5,684
2025-10-13 07:30:00+00:00,6702.5,6702.5,6701.25,6702.0,142
2025-10-13 07:40:00+00:00,6700.5,6701.5,6700.0,6701.5,7620
2025-10-13 07:41:00+00:00,6701.25,6702.5,6699.0,6702.25,1208
2025-10-13 07:42:00+00:00,6702.0,6702.0,6700.5,6701.75,723
2025-10-13 07:43:00+00:00,6701.75,6701.75,6699.75,6699.75,519
2025-10-13 07:44:00+00:00,6700.0,6700.0,6698.5,6698.5,410
2025-10-13 07:45:00+00:00,6698.0,6698.75,6696.25,6696.5,707
2025-10-13 07:46:00+00:00,6696.75,6698.25,6696.5,6697.25,748
2025-10-13 07:47:00+00:00,6697.25,6697.25,6696.5,6697.25,137
2025-10-13 07:48:00+00:00,6697.0,6698.0,6696.75,6697.0,462
2025-10-13 07:49:00+00:00,6697.0,6697.75,6695.25,6695.5,438
2025-10-13 07:50:00+00:00,6695.5,6697.25,6694.5,6696.0,710
2025-10-13 07:51:00+00:00,6696.0,6697.25,6695.25,6695.5,386
2025-10-13 07:52:00+00:00,6695.5,6696.0,6694.5,6696.0,280
2025-10-13 07:53:00+00:00,6696.5,6696.75,6696.0,6696.25,324
2025-10-13 07:54:00+00:00,6696.0,6696.0,6693.5,6695.0,569
2025-10-13 07:55:00+00:00,6695.25,6695.5,6694.5,6695.0,362
2025-10-13 07:56:00+00:00,6695.0,6695.75,6694.0,6695.75,411
2025-10-13 07:57:00+00:00,6695.75,6696.5,6695.5,6696.0,242
2025-10-13 07:58:00+00:00,6695.75,6696.75,6695.5,6696.0,305
2025-10-13 07:59:00+00:00,6696.25,6696.5,6695.5,6696.5,191
2025-10-13 08:00:00+00:00,6696.25,6696.75,6694.75,6695.25,932
2025-10-13 08:01:00+00:00,6695.25,6696.75,6695.0,6696.75,556
2025-10-13 08:02:00+00:00,6697.0,6697.5,6695.0,6697.25,401
2025-10-13 08:03:00+00:00,6697.25,6697.5,6695.5,6697.25,638
2025-10-13 08:04:00+00:00,6697.25,6697.5,6696.75,6697.25,384
2025-10-13 08:05:00+00:00,6697.25,6697.75,6692.75,6693.25,679
2025-10-13 08:06:00+00:00,6693.25,6695.0,6693.25,6694.5,411
2025-10-13 08:07:00+00:00,6694.25,6695.0,6693.0,6693.25,326
2025-10-13 08:08:00+00:00,6693.5,6694.5,6692.75,6693.0,549
2025-10-13 08:09:00+00:00,6692.75,6693.75,6692.0,6692.75,620
2025-10-13 08:10:00+00:00,6692.5,6694.5,6692.5,6692.5,528
2025-10-13 08:11:00+00:00,6692.75,6693.0,6691.5,6692.75,451
2025-10-13 08:12:00+00:00,6692.5,6693.25,6691.5,6692.75,291
2025-10-13 08:13:00+00:00,6693.0,6693.0,6691.75,6692.75,316
2025-10-13 08:14:00+00:00,6692.75,6693.25,6692.0,6692.25,260
2025-10-13 08:15:00+00:00,6692.0,6692.25,6691.0,6692.0,453
2025-10-13 08:16:00+00:00,6692.25,6693.25,6691.75,6692.75,267
2025-10-13 08:17:00+00:00,6692.5,6693.5,6689.75,6690.25,505
2025-10-13 08:18:00+00:00,6690.25,6690.5,6688.25,6688.25,614
2025-10-13 08:19:00+00:00,6688.5,6691.5,6687.0,6691.25,879
2025-10-13 08:20:00+00:00,6691.25,6693.5,6691.25,6693.25,449
2025-10-13 08:21:00+00:00,6693.0,6693.25,6691.0,6692.25,246
2025-10-13 08:22:00+00:00,6692.25,6693.0,6690.75,6691.0,217
2025-10-13 08:23:00+00:00,6691.0,6691.25,6688.5,6688.75,477
2025-10-13 08:24:00+00:00,6688.75,6689.25,6687.25,6687.75,544
2025-10-13 08:25:00+00:00,6687.75,6688.0,6685.75,6686.0,506
2025-10-13 08:26:00+00:00,6686.0,6686.5,6685.75,6686.0,264
2025-10-13 08:27:00+00:00,6686.0,6686.0,6685.25,6686.0,185
2025-10-13 08:28:00+00:00,6686.0,6686.0,6685.0,6685.5,237
2025-10-13 08:29:00+00:00,6685.5,6686.25,6684.5,6685.0,290
2025-10-13 08:30:00+00:00,6685.0,6689.25,6685.0,6689.25,608
2025-10-13 08:31:00+00:00,6689.5,6690.0,6688.75,6689.0,282
2025-10-13 08:32:00+00:00,6689.0,6689.5,6687.75,6689.5,208
2025-10-13 08:33:00+00:00,6689.5,6690.25,6688.75,6690.0,197
2025-10-13 08:34:00+00:00,6689.75,6690.25,6689.25,6689.5,267
2025-10-13 08:35:00+00:00,6689.25,6690.0,6688.0,6688.0,161
2025-10-13 08:36:00+00:00,6687.5,6687.5,6685.75,6686.25,206
2025-10-13 08:37:00+00:00,6686.5,6686.75,6685.75,6685.75,152
2025-10-13 08:38:00+00:00,6685.5,6686.25,6684.5,6685.25,247
2025-10-13 08:39:00+00:00,6685.25,6686.0,6685.25,6685.5,106
2025-10-13 08:40:00+00:00,6685.75,6685.75,6684.25,6684.75,302
2025-10-13 08:41:00+00:00,6684.75,6686.75,6684.75,6686.75,198
2025-10-13 08:42:00+00:00,6686.75,6688.5,6686.5,6687.5,220
2025-10-13 08:43:00+00:00,6687.75,6687.75,6684.25,6684.25,671
2025-10-13 08:44:00+00:00,6684.5,6684.5,6681.0,6681.25,972
2025-10-13 08:45:00+00:00,6681.5,6683.75,6681.0,6682.0,721
2025-10-13 08:46:00+00:00,6682.0,6682.75,6682.0,6682.75,160
2025-10-13 08:47:00+00:00,6683.0,6683.75,6682.5,6683.0,161
2025-10-13 08:48:00+00:00,6682.75,6683.5,6681.75,6683.25,279
2025-10-13 08:49:00+00:00,6683.25,6684.5,6683.25,6684.25,314
2025-10-13 08:50:00+00:00,6684.25,6684.75,6683.75,6684.75,158
2025-10-13 08:51:00+00:00,6684.75,6685.25,6684.25,6685.25,179
2025-10-13 08:52:00+00:00,6685.25,6687.0,6685.25,6686.75,272
2025-10-13 08:53:00+00:00,6686.75,6687.0,6686.25,6686.5,199
2025-10-13 08:54:00+00:00,6686.25,6686.5,6685.25,6685.5,140
2025-10-13 08:55:00+00:00,6685.75,6686.0,6685.5,6686.0,143
2025-10-13 08:56:00+00:00,6686.25,6687.5,6686.25,6687.5,152
2025-10-13 08:57:00+00:00,6687.5,6689.25,6687.5,6689.25,256
2025-10-13 08:58:00+00:00,6689.0,6690.0,6688.75,6689.75,207
2025-10-13 08:59:00+00:00,6689.75,6689.75,6688.25,6688.75,257
2025-10-13 09:00:00+00:00,6688.5,6688.5,6686.25,6688.25,458
2025-10-13 09:01:00+00:00,6688.25,6689.5,6688.0,6689.5,169
2025-10-13 09:02:00+00:00,6689.25,6689.75,6689.25,6689.5,145
2025-10-13 09:03:00+00:00,6689.5,6689.75,6688.25,6688.5,242
2025-10-13 09:04:00+00:00,6688.5,6689.5,6686.0,6687.75,416
2025-10-13 09:05:00+00:00,6687.75,6688.75,6687.5,6688.0,184
2025-10-13 09:06:00+00:00,6687.25,6687.75,6686.5,6687.75,103
2025-10-13 09:07:00+00:00,6687.75,6688.0,6686.25,6686.75,252
2025-10-13 09:08:00+00:00,6687.0,6687.0,6686.25,6686.25,87
2025-10-13 09:09:00+00:00,6686.25,6686.5,6684.75,6684.75,139
2025-10-13 09:10:00+00:00,6684.5,6684.75,6683.5,6684.5,264
2025-10-13 09:11:00+00:00,6684.75,6685.5,6684.5,6685.0,88
2025-10-13 09:12:00+00:00,6684.75,6686.25,6684.75,6686.0,180
2025-10-13 09:13:00+00:00,6685.75,6685.75,6684.25,6684.75,208
2025-10-13 09:14:00+00:00,6684.75,6686.25,6684.5,6685.75,277
2025-10-13 09:15:00+00:00,6685.5,6687.75,6685.5,6687.5,204
2025-10-13 09:16:00+00:00,6687.0,6687.75,6686.5,6687.75,293
2025-10-13 09:17:00+00:00,6687.75,6688.25,6687.25,6687.25,115
2025-10-13 09:18:00+00:00,6687.25,6689.0,6687.25,6688.75,183
2025-10-13 09:19:00+00:00,6689.0,6689.0,6687.5,6688.0,230
2025-10-13 09:20:00+00:00,6688.0,6688.0,6687.75,6688.0,63
2025-10-13 09:21:00+00:00,6687.75,6688.75,6687.5,6688.75,231
2025-10-13 09:22:00+00:00,6688.5,6689.25,6688.25,6688.75,139
2025-10-13 09:23:00+00:00,6688.75,6688.75,6684.5,6684.75,628
2025-10-13 09:24:00+00:00,6684.75,6686.0,6684.5,6685.75,492
2025-10-13 09:25:00+00:00,6686.0,6687.5,6686.0,6687.0,278
2025-10-13 09:26:00+00:00,6687.0,6687.25,6684.75,6685.0,161
2025-10-13 09:27:00+00:00,6684.75,6685.5,6684.75,6685.5,100
2025-10-13 09:28:00+00:00,6685.25,6685.5,6684.5,6685.25,204
2025-10-13 09:29:00+00:00,6685.25,6685.5,6684.5,6685.0,106
2025-10-13 09:30:00+00:00,6685.0,6685.25,6684.25,6684.75,184
2025-10-13 09:31:00+00:00,6684.75,6685.25,6683.25,6683.5,236
2025-10-13 09:32:00+00:00,6683.25,6684.0,6682.75,6683.25,128
2025-10-13 09:33:00+00:00,6683.25,6684.5,6682.75,6684.25,283
2025-10-13 09:34:00+00:00,6684.0,6685.5,6683.75,6684.75,246
2025-10-13 09:35:00+00:00,6685.0,6685.0,6683.75,6684.0,95
2025-10-13 09:36:00+00:00,6683.5,6684.25,6683.25,6684.0,99
2025-10-13 09:37:00+00:00,6684.0,6684.0,6681.25,6682.75,524
2025-10-13 09:38:00+00:00,6682.5,6682.75,6681.0,6681.25,545
2025-10-13 09:39:00+00:00,6681.25,6682.5,6681.25,6682.25,116
2025-10-13 09:40:00+00:00,6682.5,6683.25,6682.25,6682.25,120
2025-10-13 09:41:00+00:00,6682.5,6683.0,6681.75,6682.5,222
2025-10-13 09:42:00+00:00,6682.5,6682.75,6681.25,6682.75,112
2025-10-13 09:43:00+00:00,6682.75,6683.25,6682.25,6682.75,84
2025-10-13 09:44:00+00:00,6682.75,6683.25,6682.25,6682.25,47
2025-10-13 09:45:00+00:00,6682.5,6682.75,6682.25,6682.5,190
2025-10-13 09:46:00+00:00,6682.25,6683.0,6681.5,6682.5,228
2025-10-13 09:47:00+00:00,6682.75,6683.25,6682.25,6682.5,142
2025-10-13 09:48:00+00:00,6682.25,6682.5,6681.0,6681.5,130
2025-10-13 09:49:00+00:00,6681.0,6682.75,6680.75,6682.25,296
2025-10-13 09:50:00+00:00,6682.5,6684.25,6682.5,6684.25,226
2025-10-13 09:51:00+00:00,6684.25,6684.5,6680.75,6681.0,257
2025-10-13 09:52:00+00:00,6680.75,6682.25,6680.75,6682.25,250
2025-10-13 09:53:00+00:00,6682.25,6682.75,6682.25,6682.25,114
2025-10-13 09:54:00+00:00,6682.25,6683.25,6681.75,6682.75,303
2025-10-13 09:55:00+00:00,6683.0,6683.75,6683.0,6683.5,132
2025-10-13 09:56:00+00:00,6683.75,6685.5,6683.75,6684.0,404
2025-10-13 09:57:00+00:00,6683.75,6684.75,6683.25,6683.25,494
2025-10-13 09:58:00+00:00,6683.5,6683.5,6682.5,6682.75,153
2025-10-13 09:59:00+00:00,6682.5,6683.0,6681.75,6681.75,285
2025-10-13 10:00:00+00:00,6681.5,6682.0,6680.5,6681.5,726
2025-10-13 10:01:00+00:00,6681.25,6683.5,6680.5,6683.5,585
2025-10-13 10:02:00+00:00,6683.5,6684.5,6683.5,6684.5,226
2025-10-13 10:03:00+00:00,6684.5,6685.25,6682.75,6682.75,254
2025-10-13 10:04:00+00:00,6682.75,6683.5,6682.5,6683.5,164
2025-10-13 10:05:00+00:00,6683.75,6683.75,6682.25,6682.75,112
